.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo,age2
1,1,Male,"(1,11]",Male_1,"(1,11]_1",White,White,1
2,1,Male,"(1,11]",Male_1,"(1,11]_1",Asian,Non-White,1
3,1,Male,"(1,11]",Male_1,"(1,11]_1",Black,Non-White,1
4,1,Male,"(1,11]",Male_1,"(1,11]_1",Mixed,Non-White,1
5,1,Male,"(1,11]",Male_1,"(1,11]_1",Other,Non-White,1
6,1,Male,"(11,16]",Male_1,"(11,16]_1",White,White,2
7,1,Male,"(11,16]",Male_1,"(11,16]_1",Asian,Non-White,2
8,1,Male,"(11,16]",Male_1,"(11,16]_1",Black,Non-White,2
9,1,Male,"(11,16]",Male_1,"(11,16]_1",Mixed,Non-White,2
10,1,Male,"(11,16]",Male_1,"(11,16]_1",Other,Non-White,2
11,1,Male,"(16,25]",Male_1,"(16,25]_1",White,White,3
12,1,Male,"(16,25]",Male_1,"(16,25]_1",Asian,Non-White,3
13,1,Male,"(16,25]",Male_1,"(16,25]_1",Black,Non-White,3
14,1,Male,"(16,25]",Male_1,"(16,25]_1",Mixed,Non-White,3
15,1,Male,"(16,25]",Male_1,"(16,25]_1",Other,Non-White,3
16,1,Male,"(25,50]",Male_1,"(25,50]_1",White,White,4
17,1,Male,"(25,50]",Male_1,"(25,50]_1",Asian,Non-White,4
18,1,Male,"(25,50]",Male_1,"(25,50]_1",Black,Non-White,4
19,1,Male,"(25,50]",Male_1,"(25,50]_1",Mixed,Non-White,4
20,1,Male,"(25,50]",Male_1,"(25,50]_1",Other,Non-White,4
21,1,Male,"(50,70]",Male_1,"(50,70]_1",White,White,5
22,1,Male,"(50,70]",Male_1,"(50,70]_1",Asian,Non-White,5
23,1,Male,"(50,70]",Male_1,"(50,70]_1",Black,Non-White,5
24,1,Male,"(50,70]",Male_1,"(50,70]_1",Mixed,Non-White,5
25,1,Male,"(50,70]",Male_1,"(50,70]_1",Other,Non-White,5
26,1,Male,"(70, Inf]",Male_1,"(70, Inf]_1",White,White,6
27,1,Male,"(70, Inf]",Male_1,"(70, Inf]_1",Asian,Non-White,6
28,1,Male,"(70, Inf]",Male_1,"(70, Inf]_1",Black,Non-White,6
29,1,Male,"(70, Inf]",Male_1,"(70, Inf]_1",Mixed,Non-White,6
30,1,Male,"(70, Inf]",Male_1,"(70, Inf]_1",Other,Non-White,6
31,1,Female,"(1,11]",Female_1,"(1,11]_1",White,White,1
32,1,Female,"(1,11]",Female_1,"(1,11]_1",Asian,Non-White,1
33,1,Female,"(1,11]",Female_1,"(1,11]_1",Black,Non-White,1
34,1,Female,"(1,11]",Female_1,"(1,11]_1",Mixed,Non-White,1
35,1,Female,"(1,11]",Female_1,"(1,11]_1",Other,Non-White,1
36,1,Female,"(11,16]",Female_1,"(11,16]_1",White,White,2
37,1,Female,"(11,16]",Female_1,"(11,16]_1",Asian,Non-White,2
38,1,Female,"(11,16]",Female_1,"(11,16]_1",Black,Non-White,2
39,1,Female,"(11,16]",Female_1,"(11,16]_1",Mixed,Non-White,2
40,1,Female,"(11,16]",Female_1,"(11,16]_1",Other,Non-White,2
41,1,Female,"(16,25]",Female_1,"(16,25]_1",White,White,3
42,1,Female,"(16,25]",Female_1,"(16,25]_1",Asian,Non-White,3
43,1,Female,"(16,25]",Female_1,"(16,25]_1",Black,Non-White,3
44,1,Female,"(16,25]",Female_1,"(16,25]_1",Mixed,Non-White,3
45,1,Female,"(16,25]",Female_1,"(16,25]_1",Other,Non-White,3
46,1,Female,"(25,50]",Female_1,"(25,50]_1",White,White,4
47,1,Female,"(25,50]",Female_1,"(25,50]_1",Asian,Non-White,4
48,1,Female,"(25,50]",Female_1,"(25,50]_1",Black,Non-White,4
49,1,Female,"(25,50]",Female_1,"(25,50]_1",Mixed,Non-White,4
50,1,Female,"(25,50]",Female_1,"(25,50]_1",Other,Non-White,4
51,1,Female,"(50,70]",Female_1,"(50,70]_1",White,White,5
52,1,Female,"(50,70]",Female_1,"(50,70]_1",Asian,Non-White,5
53,1,Female,"(50,70]",Female_1,"(50,70]_1",Black,Non-White,5
54,1,Female,"(50,70]",Female_1,"(50,70]_1",Mixed,Non-White,5
55,1,Female,"(50,70]",Female_1,"(50,70]_1",Other,Non-White,5
56,1,Female,"(70, Inf]",Female_1,"(70, Inf]_1",White,White,6
57,1,Female,"(70, Inf]",Female_1,"(70, Inf]_1",Asian,Non-White,6
58,1,Female,"(70, Inf]",Female_1,"(70, Inf]_1",Black,Non-White,6
59,1,Female,"(70, Inf]",Female_1,"(70, Inf]_1",Mixed,Non-White,6
60,1,Female,"(70, Inf]",Female_1,"(70, Inf]_1",Other,Non-White,6
61,2,Male,"(1,11]",Male_2,"(1,11]_2",White,White,7
62,2,Male,"(1,11]",Male_2,"(1,11]_2",Asian,Non-White,7
63,2,Male,"(1,11]",Male_2,"(1,11]_2",Black,Non-White,7
64,2,Male,"(1,11]",Male_2,"(1,11]_2",Mixed,Non-White,7
65,2,Male,"(1,11]",Male_2,"(1,11]_2",Other,Non-White,7
66,2,Male,"(11,16]",Male_2,"(11,16]_2",White,White,8
67,2,Male,"(11,16]",Male_2,"(11,16]_2",Asian,Non-White,8
68,2,Male,"(11,16]",Male_2,"(11,16]_2",Black,Non-White,8
69,2,Male,"(11,16]",Male_2,"(11,16]_2",Mixed,Non-White,8
70,2,Male,"(11,16]",Male_2,"(11,16]_2",Other,Non-White,8
71,2,Male,"(16,25]",Male_2,"(16,25]_2",White,White,9
72,2,Male,"(16,25]",Male_2,"(16,25]_2",Asian,Non-White,9
73,2,Male,"(16,25]",Male_2,"(16,25]_2",Black,Non-White,9
74,2,Male,"(16,25]",Male_2,"(16,25]_2",Mixed,Non-White,9
75,2,Male,"(16,25]",Male_2,"(16,25]_2",Other,Non-White,9
76,2,Male,"(25,50]",Male_2,"(25,50]_2",White,White,10
77,2,Male,"(25,50]",Male_2,"(25,50]_2",Asian,Non-White,10
78,2,Male,"(25,50]",Male_2,"(25,50]_2",Black,Non-White,10
79,2,Male,"(25,50]",Male_2,"(25,50]_2",Mixed,Non-White,10
80,2,Male,"(25,50]",Male_2,"(25,50]_2",Other,Non-White,10
81,2,Male,"(50,70]",Male_2,"(50,70]_2",White,White,11
82,2,Male,"(50,70]",Male_2,"(50,70]_2",Asian,Non-White,11
83,2,Male,"(50,70]",Male_2,"(50,70]_2",Black,Non-White,11
84,2,Male,"(50,70]",Male_2,"(50,70]_2",Mixed,Non-White,11
85,2,Male,"(50,70]",Male_2,"(50,70]_2",Other,Non-White,11
86,2,Male,"(70, Inf]",Male_2,"(70, Inf]_2",White,White,12
87,2,Male,"(70, Inf]",Male_2,"(70, Inf]_2",Asian,Non-White,12
88,2,Male,"(70, Inf]",Male_2,"(70, Inf]_2",Black,Non-White,12
89,2,Male,"(70, Inf]",Male_2,"(70, Inf]_2",Mixed,Non-White,12
90,2,Male,"(70, Inf]",Male_2,"(70, Inf]_2",Other,Non-White,12
91,2,Female,"(1,11]",Female_2,"(1,11]_2",White,White,7
92,2,Female,"(1,11]",Female_2,"(1,11]_2",Asian,Non-White,7
93,2,Female,"(1,11]",Female_2,"(1,11]_2",Black,Non-White,7
94,2,Female,"(1,11]",Female_2,"(1,11]_2",Mixed,Non-White,7
95,2,Female,"(1,11]",Female_2,"(1,11]_2",Other,Non-White,7
96,2,Female,"(11,16]",Female_2,"(11,16]_2",White,White,8
97,2,Female,"(11,16]",Female_2,"(11,16]_2",Asian,Non-White,8
98,2,Female,"(11,16]",Female_2,"(11,16]_2",Black,Non-White,8
99,2,Female,"(11,16]",Female_2,"(11,16]_2",Mixed,Non-White,8
100,2,Female,"(11,16]",Female_2,"(11,16]_2",Other,Non-White,8
101,2,Female,"(16,25]",Female_2,"(16,25]_2",White,White,9
102,2,Female,"(16,25]",Female_2,"(16,25]_2",Asian,Non-White,9
103,2,Female,"(16,25]",Female_2,"(16,25]_2",Black,Non-White,9
104,2,Female,"(16,25]",Female_2,"(16,25]_2",Mixed,Non-White,9
105,2,Female,"(16,25]",Female_2,"(16,25]_2",Other,Non-White,9
106,2,Female,"(25,50]",Female_2,"(25,50]_2",White,White,10
107,2,Female,"(25,50]",Female_2,"(25,50]_2",Asian,Non-White,10
108,2,Female,"(25,50]",Female_2,"(25,50]_2",Black,Non-White,10
109,2,Female,"(25,50]",Female_2,"(25,50]_2",Mixed,Non-White,10
110,2,Female,"(25,50]",Female_2,"(25,50]_2",Other,Non-White,10
111,2,Female,"(50,70]",Female_2,"(50,70]_2",White,White,11
112,2,Female,"(50,70]",Female_2,"(50,70]_2",Asian,Non-White,11
113,2,Female,"(50,70]",Female_2,"(50,70]_2",Black,Non-White,11
114,2,Female,"(50,70]",Female_2,"(50,70]_2",Mixed,Non-White,11
115,2,Female,"(50,70]",Female_2,"(50,70]_2",Other,Non-White,11
116,2,Female,"(70, Inf]",Female_2,"(70, Inf]_2",White,White,12
117,2,Female,"(70, Inf]",Female_2,"(70, Inf]_2",Asian,Non-White,12
118,2,Female,"(70, Inf]",Female_2,"(70, Inf]_2",Black,Non-White,12
119,2,Female,"(70, Inf]",Female_2,"(70, Inf]_2",Mixed,Non-White,12
120,2,Female,"(70, Inf]",Female_2,"(70, Inf]_2",Other,Non-White,12
121,3,Male,"(1,11]",Male_3,"(1,11]_3",White,White,13
122,3,Male,"(1,11]",Male_3,"(1,11]_3",Asian,Non-White,13
123,3,Male,"(1,11]",Male_3,"(1,11]_3",Black,Non-White,13
124,3,Male,"(1,11]",Male_3,"(1,11]_3",Mixed,Non-White,13
125,3,Male,"(1,11]",Male_3,"(1,11]_3",Other,Non-White,13
126,3,Male,"(11,16]",Male_3,"(11,16]_3",White,White,14
127,3,Male,"(11,16]",Male_3,"(11,16]_3",Asian,Non-White,14
128,3,Male,"(11,16]",Male_3,"(11,16]_3",Black,Non-White,14
129,3,Male,"(11,16]",Male_3,"(11,16]_3",Mixed,Non-White,14
130,3,Male,"(11,16]",Male_3,"(11,16]_3",Other,Non-White,14
131,3,Male,"(16,25]",Male_3,"(16,25]_3",White,White,15
132,3,Male,"(16,25]",Male_3,"(16,25]_3",Asian,Non-White,15
133,3,Male,"(16,25]",Male_3,"(16,25]_3",Black,Non-White,15
134,3,Male,"(16,25]",Male_3,"(16,25]_3",Mixed,Non-White,15
135,3,Male,"(16,25]",Male_3,"(16,25]_3",Other,Non-White,15
136,3,Male,"(25,50]",Male_3,"(25,50]_3",White,White,16
137,3,Male,"(25,50]",Male_3,"(25,50]_3",Asian,Non-White,16
138,3,Male,"(25,50]",Male_3,"(25,50]_3",Black,Non-White,16
139,3,Male,"(25,50]",Male_3,"(25,50]_3",Mixed,Non-White,16
140,3,Male,"(25,50]",Male_3,"(25,50]_3",Other,Non-White,16
141,3,Male,"(50,70]",Male_3,"(50,70]_3",White,White,17
142,3,Male,"(50,70]",Male_3,"(50,70]_3",Asian,Non-White,17
143,3,Male,"(50,70]",Male_3,"(50,70]_3",Black,Non-White,17
144,3,Male,"(50,70]",Male_3,"(50,70]_3",Mixed,Non-White,17
145,3,Male,"(50,70]",Male_3,"(50,70]_3",Other,Non-White,17
146,3,Male,"(70, Inf]",Male_3,"(70, Inf]_3",White,White,18
147,3,Male,"(70, Inf]",Male_3,"(70, Inf]_3",Asian,Non-White,18
148,3,Male,"(70, Inf]",Male_3,"(70, Inf]_3",Black,Non-White,18
149,3,Male,"(70, Inf]",Male_3,"(70, Inf]_3",Mixed,Non-White,18
150,3,Male,"(70, Inf]",Male_3,"(70, Inf]_3",Other,Non-White,18
151,3,Female,"(1,11]",Female_3,"(1,11]_3",White,White,13
152,3,Female,"(1,11]",Female_3,"(1,11]_3",Asian,Non-White,13
153,3,Female,"(1,11]",Female_3,"(1,11]_3",Black,Non-White,13
154,3,Female,"(1,11]",Female_3,"(1,11]_3",Mixed,Non-White,13
155,3,Female,"(1,11]",Female_3,"(1,11]_3",Other,Non-White,13
156,3,Female,"(11,16]",Female_3,"(11,16]_3",White,White,14
157,3,Female,"(11,16]",Female_3,"(11,16]_3",Asian,Non-White,14
158,3,Female,"(11,16]",Female_3,"(11,16]_3",Black,Non-White,14
159,3,Female,"(11,16]",Female_3,"(11,16]_3",Mixed,Non-White,14
160,3,Female,"(11,16]",Female_3,"(11,16]_3",Other,Non-White,14
161,3,Female,"(16,25]",Female_3,"(16,25]_3",White,White,15
162,3,Female,"(16,25]",Female_3,"(16,25]_3",Asian,Non-White,15
163,3,Female,"(16,25]",Female_3,"(16,25]_3",Black,Non-White,15
164,3,Female,"(16,25]",Female_3,"(16,25]_3",Mixed,Non-White,15
165,3,Female,"(16,25]",Female_3,"(16,25]_3",Other,Non-White,15
166,3,Female,"(25,50]",Female_3,"(25,50]_3",White,White,16
167,3,Female,"(25,50]",Female_3,"(25,50]_3",Asian,Non-White,16
168,3,Female,"(25,50]",Female_3,"(25,50]_3",Black,Non-White,16
169,3,Female,"(25,50]",Female_3,"(25,50]_3",Mixed,Non-White,16
170,3,Female,"(25,50]",Female_3,"(25,50]_3",Other,Non-White,16
171,3,Female,"(50,70]",Female_3,"(50,70]_3",White,White,17
172,3,Female,"(50,70]",Female_3,"(50,70]_3",Asian,Non-White,17
173,3,Female,"(50,70]",Female_3,"(50,70]_3",Black,Non-White,17
174,3,Female,"(50,70]",Female_3,"(50,70]_3",Mixed,Non-White,17
175,3,Female,"(50,70]",Female_3,"(50,70]_3",Other,Non-White,17
176,3,Female,"(70, Inf]",Female_3,"(70, Inf]_3",White,White,18
177,3,Female,"(70, Inf]",Female_3,"(70, Inf]_3",Asian,Non-White,18
178,3,Female,"(70, Inf]",Female_3,"(70, Inf]_3",Black,Non-White,18
179,3,Female,"(70, Inf]",Female_3,"(70, Inf]_3",Mixed,Non-White,18
180,3,Female,"(70, Inf]",Female_3,"(70, Inf]_3",Other,Non-White,18
181,4,Male,"(1,11]",Male_4,"(1,11]_4",White,White,19
182,4,Male,"(1,11]",Male_4,"(1,11]_4",Asian,Non-White,19
183,4,Male,"(1,11]",Male_4,"(1,11]_4",Black,Non-White,19
184,4,Male,"(1,11]",Male_4,"(1,11]_4",Mixed,Non-White,19
185,4,Male,"(1,11]",Male_4,"(1,11]_4",Other,Non-White,19
186,4,Male,"(11,16]",Male_4,"(11,16]_4",White,White,20
187,4,Male,"(11,16]",Male_4,"(11,16]_4",Asian,Non-White,20
188,4,Male,"(11,16]",Male_4,"(11,16]_4",Black,Non-White,20
189,4,Male,"(11,16]",Male_4,"(11,16]_4",Mixed,Non-White,20
190,4,Male,"(11,16]",Male_4,"(11,16]_4",Other,Non-White,20
191,4,Male,"(16,25]",Male_4,"(16,25]_4",White,White,21
192,4,Male,"(16,25]",Male_4,"(16,25]_4",Asian,Non-White,21
193,4,Male,"(16,25]",Male_4,"(16,25]_4",Black,Non-White,21
194,4,Male,"(16,25]",Male_4,"(16,25]_4",Mixed,Non-White,21
195,4,Male,"(16,25]",Male_4,"(16,25]_4",Other,Non-White,21
196,4,Male,"(25,50]",Male_4,"(25,50]_4",White,White,22
197,4,Male,"(25,50]",Male_4,"(25,50]_4",Asian,Non-White,22
198,4,Male,"(25,50]",Male_4,"(25,50]_4",Black,Non-White,22
199,4,Male,"(25,50]",Male_4,"(25,50]_4",Mixed,Non-White,22
200,4,Male,"(25,50]",Male_4,"(25,50]_4",Other,Non-White,22
201,4,Male,"(50,70]",Male_4,"(50,70]_4",White,White,23
202,4,Male,"(50,70]",Male_4,"(50,70]_4",Asian,Non-White,23
203,4,Male,"(50,70]",Male_4,"(50,70]_4",Black,Non-White,23
204,4,Male,"(50,70]",Male_4,"(50,70]_4",Mixed,Non-White,23
205,4,Male,"(50,70]",Male_4,"(50,70]_4",Other,Non-White,23
206,4,Male,"(70, Inf]",Male_4,"(70, Inf]_4",White,White,24
207,4,Male,"(70, Inf]",Male_4,"(70, Inf]_4",Asian,Non-White,24
208,4,Male,"(70, Inf]",Male_4,"(70, Inf]_4",Black,Non-White,24
209,4,Male,"(70, Inf]",Male_4,"(70, Inf]_4",Mixed,Non-White,24
210,4,Male,"(70, Inf]",Male_4,"(70, Inf]_4",Other,Non-White,24
211,4,Female,"(1,11]",Female_4,"(1,11]_4",White,White,19
212,4,Female,"(1,11]",Female_4,"(1,11]_4",Asian,Non-White,19
213,4,Female,"(1,11]",Female_4,"(1,11]_4",Black,Non-White,19
214,4,Female,"(1,11]",Female_4,"(1,11]_4",Mixed,Non-White,19
215,4,Female,"(1,11]",Female_4,"(1,11]_4",Other,Non-White,19
216,4,Female,"(11,16]",Female_4,"(11,16]_4",White,White,20
217,4,Female,"(11,16]",Female_4,"(11,16]_4",Asian,Non-White,20
218,4,Female,"(11,16]",Female_4,"(11,16]_4",Black,Non-White,20
219,4,Female,"(11,16]",Female_4,"(11,16]_4",Mixed,Non-White,20
220,4,Female,"(11,16]",Female_4,"(11,16]_4",Other,Non-White,20
221,4,Female,"(16,25]",Female_4,"(16,25]_4",White,White,21
222,4,Female,"(16,25]",Female_4,"(16,25]_4",Asian,Non-White,21
223,4,Female,"(16,25]",Female_4,"(16,25]_4",Black,Non-White,21
224,4,Female,"(16,25]",Female_4,"(16,25]_4",Mixed,Non-White,21
225,4,Female,"(16,25]",Female_4,"(16,25]_4",Other,Non-White,21
226,4,Female,"(25,50]",Female_4,"(25,50]_4",White,White,22
227,4,Female,"(25,50]",Female_4,"(25,50]_4",Asian,Non-White,22
228,4,Female,"(25,50]",Female_4,"(25,50]_4",Black,Non-White,22
229,4,Female,"(25,50]",Female_4,"(25,50]_4",Mixed,Non-White,22
230,4,Female,"(25,50]",Female_4,"(25,50]_4",Other,Non-White,22
231,4,Female,"(50,70]",Female_4,"(50,70]_4",White,White,23
232,4,Female,"(50,70]",Female_4,"(50,70]_4",Asian,Non-White,23
233,4,Female,"(50,70]",Female_4,"(50,70]_4",Black,Non-White,23
234,4,Female,"(50,70]",Female_4,"(50,70]_4",Mixed,Non-White,23
235,4,Female,"(50,70]",Female_4,"(50,70]_4",Other,Non-White,23
236,4,Female,"(70, Inf]",Female_4,"(70, Inf]_4",White,White,24
237,4,Female,"(70, Inf]",Female_4,"(70, Inf]_4",Asian,Non-White,24
238,4,Female,"(70, Inf]",Female_4,"(70, Inf]_4",Black,Non-White,24
239,4,Female,"(70, Inf]",Female_4,"(70, Inf]_4",Mixed,Non-White,24
240,4,Female,"(70, Inf]",Female_4,"(70, Inf]_4",Other,Non-White,24
241,5,Male,"(1,11]",Male_5,"(1,11]_5",White,White,25
242,5,Male,"(1,11]",Male_5,"(1,11]_5",Asian,Non-White,25
243,5,Male,"(1,11]",Male_5,"(1,11]_5",Black,Non-White,25
244,5,Male,"(1,11]",Male_5,"(1,11]_5",Mixed,Non-White,25
245,5,Male,"(1,11]",Male_5,"(1,11]_5",Other,Non-White,25
246,5,Male,"(11,16]",Male_5,"(11,16]_5",White,White,26
247,5,Male,"(11,16]",Male_5,"(11,16]_5",Asian,Non-White,26
248,5,Male,"(11,16]",Male_5,"(11,16]_5",Black,Non-White,26
249,5,Male,"(11,16]",Male_5,"(11,16]_5",Mixed,Non-White,26
250,5,Male,"(11,16]",Male_5,"(11,16]_5",Other,Non-White,26
251,5,Male,"(16,25]",Male_5,"(16,25]_5",White,White,27
252,5,Male,"(16,25]",Male_5,"(16,25]_5",Asian,Non-White,27
253,5,Male,"(16,25]",Male_5,"(16,25]_5",Black,Non-White,27
254,5,Male,"(16,25]",Male_5,"(16,25]_5",Mixed,Non-White,27
255,5,Male,"(16,25]",Male_5,"(16,25]_5",Other,Non-White,27
256,5,Male,"(25,50]",Male_5,"(25,50]_5",White,White,28
257,5,Male,"(25,50]",Male_5,"(25,50]_5",Asian,Non-White,28
258,5,Male,"(25,50]",Male_5,"(25,50]_5",Black,Non-White,28
259,5,Male,"(25,50]",Male_5,"(25,50]_5",Mixed,Non-White,28
260,5,Male,"(25,50]",Male_5,"(25,50]_5",Other,Non-White,28
261,5,Male,"(50,70]",Male_5,"(50,70]_5",White,White,29
262,5,Male,"(50,70]",Male_5,"(50,70]_5",Asian,Non-White,29
263,5,Male,"(50,70]",Male_5,"(50,70]_5",Black,Non-White,29
264,5,Male,"(50,70]",Male_5,"(50,70]_5",Mixed,Non-White,29
265,5,Male,"(50,70]",Male_5,"(50,70]_5",Other,Non-White,29
266,5,Male,"(70, Inf]",Male_5,"(70, Inf]_5",White,White,30
267,5,Male,"(70, Inf]",Male_5,"(70, Inf]_5",Asian,Non-White,30
268,5,Male,"(70, Inf]",Male_5,"(70, Inf]_5",Black,Non-White,30
269,5,Male,"(70, Inf]",Male_5,"(70, Inf]_5",Mixed,Non-White,30
270,5,Male,"(70, Inf]",Male_5,"(70, Inf]_5",Other,Non-White,30
271,5,Female,"(1,11]",Female_5,"(1,11]_5",White,White,25
272,5,Female,"(1,11]",Female_5,"(1,11]_5",Asian,Non-White,25
273,5,Female,"(1,11]",Female_5,"(1,11]_5",Black,Non-White,25
274,5,Female,"(1,11]",Female_5,"(1,11]_5",Mixed,Non-White,25
275,5,Female,"(1,11]",Female_5,"(1,11]_5",Other,Non-White,25
276,5,Female,"(11,16]",Female_5,"(11,16]_5",White,White,26
277,5,Female,"(11,16]",Female_5,"(11,16]_5",Asian,Non-White,26
278,5,Female,"(11,16]",Female_5,"(11,16]_5",Black,Non-White,26
279,5,Female,"(11,16]",Female_5,"(11,16]_5",Mixed,Non-White,26
280,5,Female,"(11,16]",Female_5,"(11,16]_5",Other,Non-White,26
281,5,Female,"(16,25]",Female_5,"(16,25]_5",White,White,27
282,5,Female,"(16,25]",Female_5,"(16,25]_5",Asian,Non-White,27
283,5,Female,"(16,25]",Female_5,"(16,25]_5",Black,Non-White,27
284,5,Female,"(16,25]",Female_5,"(16,25]_5",Mixed,Non-White,27
285,5,Female,"(16,25]",Female_5,"(16,25]_5",Other,Non-White,27
286,5,Female,"(25,50]",Female_5,"(25,50]_5",White,White,28
287,5,Female,"(25,50]",Female_5,"(25,50]_5",Asian,Non-White,28
288,5,Female,"(25,50]",Female_5,"(25,50]_5",Black,Non-White,28
289,5,Female,"(25,50]",Female_5,"(25,50]_5",Mixed,Non-White,28
290,5,Female,"(25,50]",Female_5,"(25,50]_5",Other,Non-White,28
291,5,Female,"(50,70]",Female_5,"(50,70]_5",White,White,29
292,5,Female,"(50,70]",Female_5,"(50,70]_5",Asian,Non-White,29
293,5,Female,"(50,70]",Female_5,"(50,70]_5",Black,Non-White,29
294,5,Female,"(50,70]",Female_5,"(50,70]_5",Mixed,Non-White,29
295,5,Female,"(50,70]",Female_5,"(50,70]_5",Other,Non-White,29
296,5,Female,"(70, Inf]",Female_5,"(70, Inf]_5",White,White,30
297,5,Female,"(70, Inf]",Female_5,"(70, Inf]_5",Asian,Non-White,30
298,5,Female,"(70, Inf]",Female_5,"(70, Inf]_5",Black,Non-White,30
299,5,Female,"(70, Inf]",Female_5,"(70, Inf]_5",Mixed,Non-White,30
300,5,Female,"(70, Inf]",Female_5,"(70, Inf]_5",Other,Non-White,30
301,6,Male,"(1,11]",Male_6,"(1,11]_6",White,White,31
302,6,Male,"(1,11]",Male_6,"(1,11]_6",Asian,Non-White,31
303,6,Male,"(1,11]",Male_6,"(1,11]_6",Black,Non-White,31
304,6,Male,"(1,11]",Male_6,"(1,11]_6",Mixed,Non-White,31
305,6,Male,"(1,11]",Male_6,"(1,11]_6",Other,Non-White,31
306,6,Male,"(11,16]",Male_6,"(11,16]_6",White,White,32
307,6,Male,"(11,16]",Male_6,"(11,16]_6",Asian,Non-White,32
308,6,Male,"(11,16]",Male_6,"(11,16]_6",Black,Non-White,32
309,6,Male,"(11,16]",Male_6,"(11,16]_6",Mixed,Non-White,32
310,6,Male,"(11,16]",Male_6,"(11,16]_6",Other,Non-White,32
311,6,Male,"(16,25]",Male_6,"(16,25]_6",White,White,33
312,6,Male,"(16,25]",Male_6,"(16,25]_6",Asian,Non-White,33
313,6,Male,"(16,25]",Male_6,"(16,25]_6",Black,Non-White,33
314,6,Male,"(16,25]",Male_6,"(16,25]_6",Mixed,Non-White,33
315,6,Male,"(16,25]",Male_6,"(16,25]_6",Other,Non-White,33
316,6,Male,"(25,50]",Male_6,"(25,50]_6",White,White,34
317,6,Male,"(25,50]",Male_6,"(25,50]_6",Asian,Non-White,34
318,6,Male,"(25,50]",Male_6,"(25,50]_6",Black,Non-White,34
319,6,Male,"(25,50]",Male_6,"(25,50]_6",Mixed,Non-White,34
320,6,Male,"(25,50]",Male_6,"(25,50]_6",Other,Non-White,34
321,6,Male,"(50,70]",Male_6,"(50,70]_6",White,White,35
322,6,Male,"(50,70]",Male_6,"(50,70]_6",Asian,Non-White,35
323,6,Male,"(50,70]",Male_6,"(50,70]_6",Black,Non-White,35
324,6,Male,"(50,70]",Male_6,"(50,70]_6",Mixed,Non-White,35
325,6,Male,"(50,70]",Male_6,"(50,70]_6",Other,Non-White,35
326,6,Male,"(70, Inf]",Male_6,"(70, Inf]_6",White,White,36
327,6,Male,"(70, Inf]",Male_6,"(70, Inf]_6",Asian,Non-White,36
328,6,Male,"(70, Inf]",Male_6,"(70, Inf]_6",Black,Non-White,36
329,6,Male,"(70, Inf]",Male_6,"(70, Inf]_6",Mixed,Non-White,36
330,6,Male,"(70, Inf]",Male_6,"(70, Inf]_6",Other,Non-White,36
331,6,Female,"(1,11]",Female_6,"(1,11]_6",White,White,31
332,6,Female,"(1,11]",Female_6,"(1,11]_6",Asian,Non-White,31
333,6,Female,"(1,11]",Female_6,"(1,11]_6",Black,Non-White,31
334,6,Female,"(1,11]",Female_6,"(1,11]_6",Mixed,Non-White,31
335,6,Female,"(1,11]",Female_6,"(1,11]_6",Other,Non-White,31
336,6,Female,"(11,16]",Female_6,"(11,16]_6",White,White,32
337,6,Female,"(11,16]",Female_6,"(11,16]_6",Asian,Non-White,32
338,6,Female,"(11,16]",Female_6,"(11,16]_6",Black,Non-White,32
339,6,Female,"(11,16]",Female_6,"(11,16]_6",Mixed,Non-White,32
340,6,Female,"(11,16]",Female_6,"(11,16]_6",Other,Non-White,32
341,6,Female,"(16,25]",Female_6,"(16,25]_6",White,White,33
342,6,Female,"(16,25]",Female_6,"(16,25]_6",Asian,Non-White,33
343,6,Female,"(16,25]",Female_6,"(16,25]_6",Black,Non-White,33
344,6,Female,"(16,25]",Female_6,"(16,25]_6",Mixed,Non-White,33
345,6,Female,"(16,25]",Female_6,"(16,25]_6",Other,Non-White,33
346,6,Female,"(25,50]",Female_6,"(25,50]_6",White,White,34
347,6,Female,"(25,50]",Female_6,"(25,50]_6",Asian,Non-White,34
348,6,Female,"(25,50]",Female_6,"(25,50]_6",Black,Non-White,34
349,6,Female,"(25,50]",Female_6,"(25,50]_6",Mixed,Non-White,34
350,6,Female,"(25,50]",Female_6,"(25,50]_6",Other,Non-White,34
351,6,Female,"(50,70]",Female_6,"(50,70]_6",White,White,35
352,6,Female,"(50,70]",Female_6,"(50,70]_6",Asian,Non-White,35
353,6,Female,"(50,70]",Female_6,"(50,70]_6",Black,Non-White,35
354,6,Female,"(50,70]",Female_6,"(50,70]_6",Mixed,Non-White,35
355,6,Female,"(50,70]",Female_6,"(50,70]_6",Other,Non-White,35
356,6,Female,"(70, Inf]",Female_6,"(70, Inf]_6",White,White,36
357,6,Female,"(70, Inf]",Female_6,"(70, Inf]_6",Asian,Non-White,36
358,6,Female,"(70, Inf]",Female_6,"(70, Inf]_6",Black,Non-White,36
359,6,Female,"(70, Inf]",Female_6,"(70, Inf]_6",Mixed,Non-White,36
360,6,Female,"(70, Inf]",Female_6,"(70, Inf]_6",Other,Non-White,36
361,7,Male,"(1,11]",Male_7,"(1,11]_7",White,White,37
362,7,Male,"(1,11]",Male_7,"(1,11]_7",Asian,Non-White,37
