.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo,age2
6728,113,Male,"(11,16]",Male_113,"(11,16]_113",Black,Non-White,674
6729,113,Male,"(11,16]",Male_113,"(11,16]_113",Mixed,Non-White,674
6730,113,Male,"(11,16]",Male_113,"(11,16]_113",Other,Non-White,674
6731,113,Male,"(16,25]",Male_113,"(16,25]_113",White,White,675
6732,113,Male,"(16,25]",Male_113,"(16,25]_113",Asian,Non-White,675
6733,113,Male,"(16,25]",Male_113,"(16,25]_113",Black,Non-White,675
6734,113,Male,"(16,25]",Male_113,"(16,25]_113",Mixed,Non-White,675
6735,113,Male,"(16,25]",Male_113,"(16,25]_113",Other,Non-White,675
6736,113,Male,"(25,50]",Male_113,"(25,50]_113",White,White,676
6737,113,Male,"(25,50]",Male_113,"(25,50]_113",Asian,Non-White,676
6738,113,Male,"(25,50]",Male_113,"(25,50]_113",Black,Non-White,676
6739,113,Male,"(25,50]",Male_113,"(25,50]_113",Mixed,Non-White,676
6740,113,Male,"(25,50]",Male_113,"(25,50]_113",Other,Non-White,676
6741,113,Male,"(50,70]",Male_113,"(50,70]_113",White,White,677
6742,113,Male,"(50,70]",Male_113,"(50,70]_113",Asian,Non-White,677
6743,113,Male,"(50,70]",Male_113,"(50,70]_113",Black,Non-White,677
6744,113,Male,"(50,70]",Male_113,"(50,70]_113",Mixed,Non-White,677
6745,113,Male,"(50,70]",Male_113,"(50,70]_113",Other,Non-White,677
6746,113,Male,"(70, Inf]",Male_113,"(70, Inf]_113",White,White,678
6747,113,Male,"(70, Inf]",Male_113,"(70, Inf]_113",Asian,Non-White,678
6748,113,Male,"(70, Inf]",Male_113,"(70, Inf]_113",Black,Non-White,678
6749,113,Male,"(70, Inf]",Male_113,"(70, Inf]_113",Mixed,Non-White,678
6750,113,Male,"(70, Inf]",Male_113,"(70, Inf]_113",Other,Non-White,678
6751,113,Female,"(1,11]",Female_113,"(1,11]_113",White,White,673
6752,113,Female,"(1,11]",Female_113,"(1,11]_113",Asian,Non-White,673
6753,113,Female,"(1,11]",Female_113,"(1,11]_113",Black,Non-White,673
6754,113,Female,"(1,11]",Female_113,"(1,11]_113",Mixed,Non-White,673
6755,113,Female,"(1,11]",Female_113,"(1,11]_113",Other,Non-White,673
6756,113,Female,"(11,16]",Female_113,"(11,16]_113",White,White,674
6757,113,Female,"(11,16]",Female_113,"(11,16]_113",Asian,Non-White,674
6758,113,Female,"(11,16]",Female_113,"(11,16]_113",Black,Non-White,674
6759,113,Female,"(11,16]",Female_113,"(11,16]_113",Mixed,Non-White,674
6760,113,Female,"(11,16]",Female_113,"(11,16]_113",Other,Non-White,674
6761,113,Female,"(16,25]",Female_113,"(16,25]_113",White,White,675
6762,113,Female,"(16,25]",Female_113,"(16,25]_113",Asian,Non-White,675
6763,113,Female,"(16,25]",Female_113,"(16,25]_113",Black,Non-White,675
6764,113,Female,"(16,25]",Female_113,"(16,25]_113",Mixed,Non-White,675
6765,113,Female,"(16,25]",Female_113,"(16,25]_113",Other,Non-White,675
6766,113,Female,"(25,50]",Female_113,"(25,50]_113",White,White,676
6767,113,Female,"(25,50]",Female_113,"(25,50]_113",Asian,Non-White,676
6768,113,Female,"(25,50]",Female_113,"(25,50]_113",Black,Non-White,676
6769,113,Female,"(25,50]",Female_113,"(25,50]_113",Mixed,Non-White,676
6770,113,Female,"(25,50]",Female_113,"(25,50]_113",Other,Non-White,676
6771,113,Female,"(50,70]",Female_113,"(50,70]_113",White,White,677
6772,113,Female,"(50,70]",Female_113,"(50,70]_113",Asian,Non-White,677
6773,113,Female,"(50,70]",Female_113,"(50,70]_113",Black,Non-White,677
6774,113,Female,"(50,70]",Female_113,"(50,70]_113",Mixed,Non-White,677
6775,113,Female,"(50,70]",Female_113,"(50,70]_113",Other,Non-White,677
6776,113,Female,"(70, Inf]",Female_113,"(70, Inf]_113",White,White,678
6777,113,Female,"(70, Inf]",Female_113,"(70, Inf]_113",Asian,Non-White,678
6778,113,Female,"(70, Inf]",Female_113,"(70, Inf]_113",Black,Non-White,678
6779,113,Female,"(70, Inf]",Female_113,"(70, Inf]_113",Mixed,Non-White,678
6780,113,Female,"(70, Inf]",Female_113,"(70, Inf]_113",Other,Non-White,678
6781,114,Male,"(1,11]",Male_114,"(1,11]_114",White,White,679
6782,114,Male,"(1,11]",Male_114,"(1,11]_114",Asian,Non-White,679
6783,114,Male,"(1,11]",Male_114,"(1,11]_114",Black,Non-White,679
6784,114,Male,"(1,11]",Male_114,"(1,11]_114",Mixed,Non-White,679
6785,114,Male,"(1,11]",Male_114,"(1,11]_114",Other,Non-White,679
6786,114,Male,"(11,16]",Male_114,"(11,16]_114",White,White,680
6787,114,Male,"(11,16]",Male_114,"(11,16]_114",Asian,Non-White,680
6788,114,Male,"(11,16]",Male_114,"(11,16]_114",Black,Non-White,680
6789,114,Male,"(11,16]",Male_114,"(11,16]_114",Mixed,Non-White,680
6790,114,Male,"(11,16]",Male_114,"(11,16]_114",Other,Non-White,680
6791,114,Male,"(16,25]",Male_114,"(16,25]_114",White,White,681
6792,114,Male,"(16,25]",Male_114,"(16,25]_114",Asian,Non-White,681
6793,114,Male,"(16,25]",Male_114,"(16,25]_114",Black,Non-White,681
6794,114,Male,"(16,25]",Male_114,"(16,25]_114",Mixed,Non-White,681
6795,114,Male,"(16,25]",Male_114,"(16,25]_114",Other,Non-White,681
6796,114,Male,"(25,50]",Male_114,"(25,50]_114",White,White,682
6797,114,Male,"(25,50]",Male_114,"(25,50]_114",Asian,Non-White,682
6798,114,Male,"(25,50]",Male_114,"(25,50]_114",Black,Non-White,682
6799,114,Male,"(25,50]",Male_114,"(25,50]_114",Mixed,Non-White,682
6800,114,Male,"(25,50]",Male_114,"(25,50]_114",Other,Non-White,682
6801,114,Male,"(50,70]",Male_114,"(50,70]_114",White,White,683
6802,114,Male,"(50,70]",Male_114,"(50,70]_114",Asian,Non-White,683
6803,114,Male,"(50,70]",Male_114,"(50,70]_114",Black,Non-White,683
6804,114,Male,"(50,70]",Male_114,"(50,70]_114",Mixed,Non-White,683
6805,114,Male,"(50,70]",Male_114,"(50,70]_114",Other,Non-White,683
6806,114,Male,"(70, Inf]",Male_114,"(70, Inf]_114",White,White,684
6807,114,Male,"(70, Inf]",Male_114,"(70, Inf]_114",Asian,Non-White,684
6808,114,Male,"(70, Inf]",Male_114,"(70, Inf]_114",Black,Non-White,684
6809,114,Male,"(70, Inf]",Male_114,"(70, Inf]_114",Mixed,Non-White,684
6810,114,Male,"(70, Inf]",Male_114,"(70, Inf]_114",Other,Non-White,684
6811,114,Female,"(1,11]",Female_114,"(1,11]_114",White,White,679
6812,114,Female,"(1,11]",Female_114,"(1,11]_114",Asian,Non-White,679
6813,114,Female,"(1,11]",Female_114,"(1,11]_114",Black,Non-White,679
6814,114,Female,"(1,11]",Female_114,"(1,11]_114",Mixed,Non-White,679
6815,114,Female,"(1,11]",Female_114,"(1,11]_114",Other,Non-White,679
6816,114,Female,"(11,16]",Female_114,"(11,16]_114",White,White,680
6817,114,Female,"(11,16]",Female_114,"(11,16]_114",Asian,Non-White,680
6818,114,Female,"(11,16]",Female_114,"(11,16]_114",Black,Non-White,680
6819,114,Female,"(11,16]",Female_114,"(11,16]_114",Mixed,Non-White,680
6820,114,Female,"(11,16]",Female_114,"(11,16]_114",Other,Non-White,680
6821,114,Female,"(16,25]",Female_114,"(16,25]_114",White,White,681
6822,114,Female,"(16,25]",Female_114,"(16,25]_114",Asian,Non-White,681
6823,114,Female,"(16,25]",Female_114,"(16,25]_114",Black,Non-White,681
6824,114,Female,"(16,25]",Female_114,"(16,25]_114",Mixed,Non-White,681
6825,114,Female,"(16,25]",Female_114,"(16,25]_114",Other,Non-White,681
6826,114,Female,"(25,50]",Female_114,"(25,50]_114",White,White,682
6827,114,Female,"(25,50]",Female_114,"(25,50]_114",Asian,Non-White,682
6828,114,Female,"(25,50]",Female_114,"(25,50]_114",Black,Non-White,682
6829,114,Female,"(25,50]",Female_114,"(25,50]_114",Mixed,Non-White,682
6830,114,Female,"(25,50]",Female_114,"(25,50]_114",Other,Non-White,682
6831,114,Female,"(50,70]",Female_114,"(50,70]_114",White,White,683
6832,114,Female,"(50,70]",Female_114,"(50,70]_114",Asian,Non-White,683
6833,114,Female,"(50,70]",Female_114,"(50,70]_114",Black,Non-White,683
6834,114,Female,"(50,70]",Female_114,"(50,70]_114",Mixed,Non-White,683
6835,114,Female,"(50,70]",Female_114,"(50,70]_114",Other,Non-White,683
6836,114,Female,"(70, Inf]",Female_114,"(70, Inf]_114",White,White,684
6837,114,Female,"(70, Inf]",Female_114,"(70, Inf]_114",Asian,Non-White,684
6838,114,Female,"(70, Inf]",Female_114,"(70, Inf]_114",Black,Non-White,684
6839,114,Female,"(70, Inf]",Female_114,"(70, Inf]_114",Mixed,Non-White,684
6840,114,Female,"(70, Inf]",Female_114,"(70, Inf]_114",Other,Non-White,684
6841,115,Male,"(1,11]",Male_115,"(1,11]_115",White,White,685
6842,115,Male,"(1,11]",Male_115,"(1,11]_115",Asian,Non-White,685
6843,115,Male,"(1,11]",Male_115,"(1,11]_115",Black,Non-White,685
6844,115,Male,"(1,11]",Male_115,"(1,11]_115",Mixed,Non-White,685
6845,115,Male,"(1,11]",Male_115,"(1,11]_115",Other,Non-White,685
6846,115,Male,"(11,16]",Male_115,"(11,16]_115",White,White,686
6847,115,Male,"(11,16]",Male_115,"(11,16]_115",Asian,Non-White,686
6848,115,Male,"(11,16]",Male_115,"(11,16]_115",Black,Non-White,686
6849,115,Male,"(11,16]",Male_115,"(11,16]_115",Mixed,Non-White,686
6850,115,Male,"(11,16]",Male_115,"(11,16]_115",Other,Non-White,686
6851,115,Male,"(16,25]",Male_115,"(16,25]_115",White,White,687
6852,115,Male,"(16,25]",Male_115,"(16,25]_115",Asian,Non-White,687
6853,115,Male,"(16,25]",Male_115,"(16,25]_115",Black,Non-White,687
6854,115,Male,"(16,25]",Male_115,"(16,25]_115",Mixed,Non-White,687
6855,115,Male,"(16,25]",Male_115,"(16,25]_115",Other,Non-White,687
6856,115,Male,"(25,50]",Male_115,"(25,50]_115",White,White,688
6857,115,Male,"(25,50]",Male_115,"(25,50]_115",Asian,Non-White,688
6858,115,Male,"(25,50]",Male_115,"(25,50]_115",Black,Non-White,688
6859,115,Male,"(25,50]",Male_115,"(25,50]_115",Mixed,Non-White,688
6860,115,Male,"(25,50]",Male_115,"(25,50]_115",Other,Non-White,688
6861,115,Male,"(50,70]",Male_115,"(50,70]_115",White,White,689
6862,115,Male,"(50,70]",Male_115,"(50,70]_115",Asian,Non-White,689
6863,115,Male,"(50,70]",Male_115,"(50,70]_115",Black,Non-White,689
6864,115,Male,"(50,70]",Male_115,"(50,70]_115",Mixed,Non-White,689
6865,115,Male,"(50,70]",Male_115,"(50,70]_115",Other,Non-White,689
6866,115,Male,"(70, Inf]",Male_115,"(70, Inf]_115",White,White,690
6867,115,Male,"(70, Inf]",Male_115,"(70, Inf]_115",Asian,Non-White,690
6868,115,Male,"(70, Inf]",Male_115,"(70, Inf]_115",Black,Non-White,690
6869,115,Male,"(70, Inf]",Male_115,"(70, Inf]_115",Mixed,Non-White,690
6870,115,Male,"(70, Inf]",Male_115,"(70, Inf]_115",Other,Non-White,690
6871,115,Female,"(1,11]",Female_115,"(1,11]_115",White,White,685
6872,115,Female,"(1,11]",Female_115,"(1,11]_115",Asian,Non-White,685
6873,115,Female,"(1,11]",Female_115,"(1,11]_115",Black,Non-White,685
6874,115,Female,"(1,11]",Female_115,"(1,11]_115",Mixed,Non-White,685
6875,115,Female,"(1,11]",Female_115,"(1,11]_115",Other,Non-White,685
6876,115,Female,"(11,16]",Female_115,"(11,16]_115",White,White,686
6877,115,Female,"(11,16]",Female_115,"(11,16]_115",Asian,Non-White,686
6878,115,Female,"(11,16]",Female_115,"(11,16]_115",Black,Non-White,686
6879,115,Female,"(11,16]",Female_115,"(11,16]_115",Mixed,Non-White,686
6880,115,Female,"(11,16]",Female_115,"(11,16]_115",Other,Non-White,686
6881,115,Female,"(16,25]",Female_115,"(16,25]_115",White,White,687
6882,115,Female,"(16,25]",Female_115,"(16,25]_115",Asian,Non-White,687
6883,115,Female,"(16,25]",Female_115,"(16,25]_115",Black,Non-White,687
6884,115,Female,"(16,25]",Female_115,"(16,25]_115",Mixed,Non-White,687
6885,115,Female,"(16,25]",Female_115,"(16,25]_115",Other,Non-White,687
6886,115,Female,"(25,50]",Female_115,"(25,50]_115",White,White,688
6887,115,Female,"(25,50]",Female_115,"(25,50]_115",Asian,Non-White,688
6888,115,Female,"(25,50]",Female_115,"(25,50]_115",Black,Non-White,688
6889,115,Female,"(25,50]",Female_115,"(25,50]_115",Mixed,Non-White,688
6890,115,Female,"(25,50]",Female_115,"(25,50]_115",Other,Non-White,688
6891,115,Female,"(50,70]",Female_115,"(50,70]_115",White,White,689
6892,115,Female,"(50,70]",Female_115,"(50,70]_115",Asian,Non-White,689
6893,115,Female,"(50,70]",Female_115,"(50,70]_115",Black,Non-White,689
6894,115,Female,"(50,70]",Female_115,"(50,70]_115",Mixed,Non-White,689
6895,115,Female,"(50,70]",Female_115,"(50,70]_115",Other,Non-White,689
6896,115,Female,"(70, Inf]",Female_115,"(70, Inf]_115",White,White,690
6897,115,Female,"(70, Inf]",Female_115,"(70, Inf]_115",Asian,Non-White,690
6898,115,Female,"(70, Inf]",Female_115,"(70, Inf]_115",Black,Non-White,690
6899,115,Female,"(70, Inf]",Female_115,"(70, Inf]_115",Mixed,Non-White,690
6900,115,Female,"(70, Inf]",Female_115,"(70, Inf]_115",Other,Non-White,690
6901,116,Male,"(1,11]",Male_116,"(1,11]_116",White,White,691
6902,116,Male,"(1,11]",Male_116,"(1,11]_116",Asian,Non-White,691
6903,116,Male,"(1,11]",Male_116,"(1,11]_116",Black,Non-White,691
6904,116,Male,"(1,11]",Male_116,"(1,11]_116",Mixed,Non-White,691
6905,116,Male,"(1,11]",Male_116,"(1,11]_116",Other,Non-White,691
6906,116,Male,"(11,16]",Male_116,"(11,16]_116",White,White,692
6907,116,Male,"(11,16]",Male_116,"(11,16]_116",Asian,Non-White,692
6908,116,Male,"(11,16]",Male_116,"(11,16]_116",Black,Non-White,692
6909,116,Male,"(11,16]",Male_116,"(11,16]_116",Mixed,Non-White,692
6910,116,Male,"(11,16]",Male_116,"(11,16]_116",Other,Non-White,692
6911,116,Male,"(16,25]",Male_116,"(16,25]_116",White,White,693
6912,116,Male,"(16,25]",Male_116,"(16,25]_116",Asian,Non-White,693
6913,116,Male,"(16,25]",Male_116,"(16,25]_116",Black,Non-White,693
6914,116,Male,"(16,25]",Male_116,"(16,25]_116",Mixed,Non-White,693
6915,116,Male,"(16,25]",Male_116,"(16,25]_116",Other,Non-White,693
6916,116,Male,"(25,50]",Male_116,"(25,50]_116",White,White,694
6917,116,Male,"(25,50]",Male_116,"(25,50]_116",Asian,Non-White,694
6918,116,Male,"(25,50]",Male_116,"(25,50]_116",Black,Non-White,694
6919,116,Male,"(25,50]",Male_116,"(25,50]_116",Mixed,Non-White,694
6920,116,Male,"(25,50]",Male_116,"(25,50]_116",Other,Non-White,694
6921,116,Male,"(50,70]",Male_116,"(50,70]_116",White,White,695
6922,116,Male,"(50,70]",Male_116,"(50,70]_116",Asian,Non-White,695
6923,116,Male,"(50,70]",Male_116,"(50,70]_116",Black,Non-White,695
6924,116,Male,"(50,70]",Male_116,"(50,70]_116",Mixed,Non-White,695
6925,116,Male,"(50,70]",Male_116,"(50,70]_116",Other,Non-White,695
6926,116,Male,"(70, Inf]",Male_116,"(70, Inf]_116",White,White,696
6927,116,Male,"(70, Inf]",Male_116,"(70, Inf]_116",Asian,Non-White,696
6928,116,Male,"(70, Inf]",Male_116,"(70, Inf]_116",Black,Non-White,696
6929,116,Male,"(70, Inf]",Male_116,"(70, Inf]_116",Mixed,Non-White,696
6930,116,Male,"(70, Inf]",Male_116,"(70, Inf]_116",Other,Non-White,696
6931,116,Female,"(1,11]",Female_116,"(1,11]_116",White,White,691
6932,116,Female,"(1,11]",Female_116,"(1,11]_116",Asian,Non-White,691
6933,116,Female,"(1,11]",Female_116,"(1,11]_116",Black,Non-White,691
6934,116,Female,"(1,11]",Female_116,"(1,11]_116",Mixed,Non-White,691
6935,116,Female,"(1,11]",Female_116,"(1,11]_116",Other,Non-White,691
6936,116,Female,"(11,16]",Female_116,"(11,16]_116",White,White,692
6937,116,Female,"(11,16]",Female_116,"(11,16]_116",Asian,Non-White,692
6938,116,Female,"(11,16]",Female_116,"(11,16]_116",Black,Non-White,692
6939,116,Female,"(11,16]",Female_116,"(11,16]_116",Mixed,Non-White,692
6940,116,Female,"(11,16]",Female_116,"(11,16]_116",Other,Non-White,692
6941,116,Female,"(16,25]",Female_116,"(16,25]_116",White,White,693
6942,116,Female,"(16,25]",Female_116,"(16,25]_116",Asian,Non-White,693
6943,116,Female,"(16,25]",Female_116,"(16,25]_116",Black,Non-White,693
6944,116,Female,"(16,25]",Female_116,"(16,25]_116",Mixed,Non-White,693
6945,116,Female,"(16,25]",Female_116,"(16,25]_116",Other,Non-White,693
6946,116,Female,"(25,50]",Female_116,"(25,50]_116",White,White,694
6947,116,Female,"(25,50]",Female_116,"(25,50]_116",Asian,Non-White,694
6948,116,Female,"(25,50]",Female_116,"(25,50]_116",Black,Non-White,694
6949,116,Female,"(25,50]",Female_116,"(25,50]_116",Mixed,Non-White,694
6950,116,Female,"(25,50]",Female_116,"(25,50]_116",Other,Non-White,694
6951,116,Female,"(50,70]",Female_116,"(50,70]_116",White,White,695
6952,116,Female,"(50,70]",Female_116,"(50,70]_116",Asian,Non-White,695
6953,116,Female,"(50,70]",Female_116,"(50,70]_116",Black,Non-White,695
6954,116,Female,"(50,70]",Female_116,"(50,70]_116",Mixed,Non-White,695
6955,116,Female,"(50,70]",Female_116,"(50,70]_116",Other,Non-White,695
6956,116,Female,"(70, Inf]",Female_116,"(70, Inf]_116",White,White,696
6957,116,Female,"(70, Inf]",Female_116,"(70, Inf]_116",Asian,Non-White,696
6958,116,Female,"(70, Inf]",Female_116,"(70, Inf]_116",Black,Non-White,696
6959,116,Female,"(70, Inf]",Female_116,"(70, Inf]_116",Mixed,Non-White,696
6960,116,Female,"(70, Inf]",Female_116,"(70, Inf]_116",Other,Non-White,696
6961,117,Male,"(1,11]",Male_117,"(1,11]_117",White,White,697
6962,117,Male,"(1,11]",Male_117,"(1,11]_117",Asian,Non-White,697
6963,117,Male,"(1,11]",Male_117,"(1,11]_117",Black,Non-White,697
6964,117,Male,"(1,11]",Male_117,"(1,11]_117",Mixed,Non-White,697
6965,117,Male,"(1,11]",Male_117,"(1,11]_117",Other,Non-White,697
6966,117,Male,"(11,16]",Male_117,"(11,16]_117",White,White,698
6967,117,Male,"(11,16]",Male_117,"(11,16]_117",Asian,Non-White,698
6968,117,Male,"(11,16]",Male_117,"(11,16]_117",Black,Non-White,698
6969,117,Male,"(11,16]",Male_117,"(11,16]_117",Mixed,Non-White,698
6970,117,Male,"(11,16]",Male_117,"(11,16]_117",Other,Non-White,698
6971,117,Male,"(16,25]",Male_117,"(16,25]_117",White,White,699
6972,117,Male,"(16,25]",Male_117,"(16,25]_117",Asian,Non-White,699
6973,117,Male,"(16,25]",Male_117,"(16,25]_117",Black,Non-White,699
6974,117,Male,"(16,25]",Male_117,"(16,25]_117",Mixed,Non-White,699
6975,117,Male,"(16,25]",Male_117,"(16,25]_117",Other,Non-White,699
6976,117,Male,"(25,50]",Male_117,"(25,50]_117",White,White,700
6977,117,Male,"(25,50]",Male_117,"(25,50]_117",Asian,Non-White,700
6978,117,Male,"(25,50]",Male_117,"(25,50]_117",Black,Non-White,700
6979,117,Male,"(25,50]",Male_117,"(25,50]_117",Mixed,Non-White,700
6980,117,Male,"(25,50]",Male_117,"(25,50]_117",Other,Non-White,700
6981,117,Male,"(50,70]",Male_117,"(50,70]_117",White,White,701
6982,117,Male,"(50,70]",Male_117,"(50,70]_117",Asian,Non-White,701
6983,117,Male,"(50,70]",Male_117,"(50,70]_117",Black,Non-White,701
6984,117,Male,"(50,70]",Male_117,"(50,70]_117",Mixed,Non-White,701
6985,117,Male,"(50,70]",Male_117,"(50,70]_117",Other,Non-White,701
6986,117,Male,"(70, Inf]",Male_117,"(70, Inf]_117",White,White,702
6987,117,Male,"(70, Inf]",Male_117,"(70, Inf]_117",Asian,Non-White,702
6988,117,Male,"(70, Inf]",Male_117,"(70, Inf]_117",Black,Non-White,702
6989,117,Male,"(70, Inf]",Male_117,"(70, Inf]_117",Mixed,Non-White,702
6990,117,Male,"(70, Inf]",Male_117,"(70, Inf]_117",Other,Non-White,702
6991,117,Female,"(1,11]",Female_117,"(1,11]_117",White,White,697
6992,117,Female,"(1,11]",Female_117,"(1,11]_117",Asian,Non-White,697
6993,117,Female,"(1,11]",Female_117,"(1,11]_117",Black,Non-White,697
6994,117,Female,"(1,11]",Female_117,"(1,11]_117",Mixed,Non-White,697
6995,117,Female,"(1,11]",Female_117,"(1,11]_117",Other,Non-White,697
6996,117,Female,"(11,16]",Female_117,"(11,16]_117",White,White,698
6997,117,Female,"(11,16]",Female_117,"(11,16]_117",Asian,Non-White,698
6998,117,Female,"(11,16]",Female_117,"(11,16]_117",Black,Non-White,698
6999,117,Female,"(11,16]",Female_117,"(11,16]_117",Mixed,Non-White,698
7000,117,Female,"(11,16]",Female_117,"(11,16]_117",Other,Non-White,698
7001,117,Female,"(16,25]",Female_117,"(16,25]_117",White,White,699
7002,117,Female,"(16,25]",Female_117,"(16,25]_117",Asian,Non-White,699
7003,117,Female,"(16,25]",Female_117,"(16,25]_117",Black,Non-White,699
7004,117,Female,"(16,25]",Female_117,"(16,25]_117",Mixed,Non-White,699
7005,117,Female,"(16,25]",Female_117,"(16,25]_117",Other,Non-White,699
7006,117,Female,"(25,50]",Female_117,"(25,50]_117",White,White,700
7007,117,Female,"(25,50]",Female_117,"(25,50]_117",Asian,Non-White,700
7008,117,Female,"(25,50]",Female_117,"(25,50]_117",Black,Non-White,700
7009,117,Female,"(25,50]",Female_117,"(25,50]_117",Mixed,Non-White,700
7010,117,Female,"(25,50]",Female_117,"(25,50]_117",Other,Non-White,700
7011,117,Female,"(50,70]",Female_117,"(50,70]_117",White,White,701
7012,117,Female,"(50,70]",Female_117,"(50,70]_117",Asian,Non-White,701
7013,117,Female,"(50,70]",Female_117,"(50,70]_117",Black,Non-White,701
7014,117,Female,"(50,70]",Female_117,"(50,70]_117",Mixed,Non-White,701
7015,117,Female,"(50,70]",Female_117,"(50,70]_117",Other,Non-White,701
7016,117,Female,"(70, Inf]",Female_117,"(70, Inf]_117",White,White,702
7017,117,Female,"(70, Inf]",Female_117,"(70, Inf]_117",Asian,Non-White,702
7018,117,Female,"(70, Inf]",Female_117,"(70, Inf]_117",Black,Non-White,702
7019,117,Female,"(70, Inf]",Female_117,"(70, Inf]_117",Mixed,Non-White,702
7020,117,Female,"(70, Inf]",Female_117,"(70, Inf]_117",Other,Non-White,702
7021,118,Male,"(1,11]",Male_118,"(1,11]_118",White,White,703
7022,118,Male,"(1,11]",Male_118,"(1,11]_118",Asian,Non-White,703
7023,118,Male,"(1,11]",Male_118,"(1,11]_118",Black,Non-White,703
7024,118,Male,"(1,11]",Male_118,"(1,11]_118",Mixed,Non-White,703
7025,118,Male,"(1,11]",Male_118,"(1,11]_118",Other,Non-White,703
7026,118,Male,"(11,16]",Male_118,"(11,16]_118",White,White,704
7027,118,Male,"(11,16]",Male_118,"(11,16]_118",Asian,Non-White,704
7028,118,Male,"(11,16]",Male_118,"(11,16]_118",Black,Non-White,704
7029,118,Male,"(11,16]",Male_118,"(11,16]_118",Mixed,Non-White,704
7030,118,Male,"(11,16]",Male_118,"(11,16]_118",Other,Non-White,704
7031,118,Male,"(16,25]",Male_118,"(16,25]_118",White,White,705
7032,118,Male,"(16,25]",Male_118,"(16,25]_118",Asian,Non-White,705
7033,118,Male,"(16,25]",Male_118,"(16,25]_118",Black,Non-White,705
7034,118,Male,"(16,25]",Male_118,"(16,25]_118",Mixed,Non-White,705
7035,118,Male,"(16,25]",Male_118,"(16,25]_118",Other,Non-White,705
7036,118,Male,"(25,50]",Male_118,"(25,50]_118",White,White,706
7037,118,Male,"(25,50]",Male_118,"(25,50]_118",Asian,Non-White,706
7038,118,Male,"(25,50]",Male_118,"(25,50]_118",Black,Non-White,706
7039,118,Male,"(25,50]",Male_118,"(25,50]_118",Mixed,Non-White,706
7040,118,Male,"(25,50]",Male_118,"(25,50]_118",Other,Non-White,706
7041,118,Male,"(50,70]",Male_118,"(50,70]_118",White,White,707
7042,118,Male,"(50,70]",Male_118,"(50,70]_118",Asian,Non-White,707
7043,118,Male,"(50,70]",Male_118,"(50,70]_118",Black,Non-White,707
7044,118,Male,"(50,70]",Male_118,"(50,70]_118",Mixed,Non-White,707
7045,118,Male,"(50,70]",Male_118,"(50,70]_118",Other,Non-White,707
7046,118,Male,"(70, Inf]",Male_118,"(70, Inf]_118",White,White,708
7047,118,Male,"(70, Inf]",Male_118,"(70, Inf]_118",Asian,Non-White,708
7048,118,Male,"(70, Inf]",Male_118,"(70, Inf]_118",Black,Non-White,708
7049,118,Male,"(70, Inf]",Male_118,"(70, Inf]_118",Mixed,Non-White,708
7050,118,Male,"(70, Inf]",Male_118,"(70, Inf]_118",Other,Non-White,708
7051,118,Female,"(1,11]",Female_118,"(1,11]_118",White,White,703
7052,118,Female,"(1,11]",Female_118,"(1,11]_118",Asian,Non-White,703
7053,118,Female,"(1,11]",Female_118,"(1,11]_118",Black,Non-White,703
7054,118,Female,"(1,11]",Female_118,"(1,11]_118",Mixed,Non-White,703
7055,118,Female,"(1,11]",Female_118,"(1,11]_118",Other,Non-White,703
7056,118,Female,"(11,16]",Female_118,"(11,16]_118",White,White,704
7057,118,Female,"(11,16]",Female_118,"(11,16]_118",Asian,Non-White,704
7058,118,Female,"(11,16]",Female_118,"(11,16]_118",Black,Non-White,704
7059,118,Female,"(11,16]",Female_118,"(11,16]_118",Mixed,Non-White,704
7060,118,Female,"(11,16]",Female_118,"(11,16]_118",Other,Non-White,704
7061,118,Female,"(16,25]",Female_118,"(16,25]_118",White,White,705
7062,118,Female,"(16,25]",Female_118,"(16,25]_118",Asian,Non-White,705
7063,118,Female,"(16,25]",Female_118,"(16,25]_118",Black,Non-White,705
7064,118,Female,"(16,25]",Female_118,"(16,25]_118",Mixed,Non-White,705
7065,118,Female,"(16,25]",Female_118,"(16,25]_118",Other,Non-White,705
7066,118,Female,"(25,50]",Female_118,"(25,50]_118",White,White,706
7067,118,Female,"(25,50]",Female_118,"(25,50]_118",Asian,Non-White,706
7068,118,Female,"(25,50]",Female_118,"(25,50]_118",Black,Non-White,706
7069,118,Female,"(25,50]",Female_118,"(25,50]_118",Mixed,Non-White,706
7070,118,Female,"(25,50]",Female_118,"(25,50]_118",Other,Non-White,706
7071,118,Female,"(50,70]",Female_118,"(50,70]_118",White,White,707
7072,118,Female,"(50,70]",Female_118,"(50,70]_118",Asian,Non-White,707
7073,118,Female,"(50,70]",Female_118,"(50,70]_118",Black,Non-White,707
7074,118,Female,"(50,70]",Female_118,"(50,70]_118",Mixed,Non-White,707
7075,118,Female,"(50,70]",Female_118,"(50,70]_118",Other,Non-White,707
7076,118,Female,"(70, Inf]",Female_118,"(70, Inf]_118",White,White,708
7077,118,Female,"(70, Inf]",Female_118,"(70, Inf]_118",Asian,Non-White,708
7078,118,Female,"(70, Inf]",Female_118,"(70, Inf]_118",Black,Non-White,708
7079,118,Female,"(70, Inf]",Female_118,"(70, Inf]_118",Mixed,Non-White,708
7080,118,Female,"(70, Inf]",Female_118,"(70, Inf]_118",Other,Non-White,708
