"","GOR","Region_Name","sex","age_group","pop_raw",".groups","region","ethnicity","N","ethnicity_per","pop"
"19",1,"North_East_England","Female","(16,25]",135336.395357584,"drop","E12000001","Other",1046.78344093734,0.00738342571629172,999.246221833412
"20",1,"North_East_England","Female","(16,25]",135336.395357584,"drop","E12000001","White",127222.772259356,0.897358375822723,121445.247927784
"21",1,"North_East_England","Female","(25,50]",414344.303206687,"drop","E12000001","Asian",20515.290227963,0.0499712555939817,20705.3050794516
"22",1,"North_East_England","Female","(25,50]",414344.303206687,"drop","E12000001","Black",3323.32909334211,0.00809498309314453,3354.11012919888
"23",1,"North_East_England","Female","(25,50]",414344.303206687,"drop","E12000001","Mixed",4062.9893828101,0.00989665165191263,4100.62123279105
"24",1,"North_East_England","Female","(25,50]",414344.303206687,"drop","E12000001","Other",2854.98445271606,0.00695418666849072,2881.42762952502
"25",1,"North_East_England","Female","(25,50]",414344.303206687,"drop","E12000001","White",379785.227017761,0.92508292299247,383302.83913572
"26",1,"North_East_England","Female","(50,70]",354503.261450887,"drop","E12000001","Asian",5053.38704291597,0.0143926531863004,5102.242495475
"27",1,"North_East_England","Female","(50,70]",354503.261450887,"drop","E12000001","Black",931.831343973871,0.00265396757621028,940.840161551451
"28",1,"North_East_England","Female","(50,70]",354503.261450887,"drop","E12000001","Mixed",1357.71735139099,0.00386694207224568,1370.84357645274
"29",1,"North_East_England","Female","(50,70]",354503.261450887,"drop","E12000001","Other",659.844260282279,0.00187931569748391,666.223544053895
"30",1,"North_East_England","Female","(50,70]",354503.261450887,"drop","E12000001","White",343106.009847496,0.97720712146776,346423.111673354
"31",1,"North_East_England","Female","(70, Inf]",186640.043823435,"drop","E12000001","Asian",1099.01224174023,0.00546909992870595,1020.75305036842
"32",1,"North_East_England","Female","(70, Inf]",186640.043823435,"drop","E12000001","Black",113.84004265569,0.000566511041029222,105.733645524154
"33",1,"North_East_England","Female","(70, Inf]",186640.043823435,"drop","E12000001","Mixed",356.320832587326,0.00177318701838483,330.94770281849
"34",1,"North_East_England","Female","(70, Inf]",186640.043823435,"drop","E12000001","Other",121.219695186037,0.000603234978756873,112.587802871012
"35",1,"North_East_England","Female","(70, Inf]",186640.043823435,"drop","E12000001","White",199258.987536833,0.991587967033123,185070.021621853
"36",1,"North_East_England","Male","(-Inf,1]",27112.2350577784,"drop","E12000001","Asian",1753.52327242499,0.0595535068453349,1614.62867610574
"37",1,"North_East_England","Male","(-Inf,1]",27112.2350577784,"drop","E12000001","Black",335.57790018923,0.0113969635249978,308.997154034667
"38",1,"North_East_England","Male","(-Inf,1]",27112.2350577784,"drop","E12000001","Mixed",1125.86845257837,0.03823696876566,1036.68968507151
