.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
2427,167,Male,"(70, Inf]",Male_167,"(70, Inf]_167",Asian,Non-White
2428,167,Male,"(70, Inf]",Male_167,"(70, Inf]_167",Black,Non-White
2429,167,Male,"(70, Inf]",Male_167,"(70, Inf]_167",Mixed,Non-White
2430,167,Male,"(70, Inf]",Male_167,"(70, Inf]_167",Other,Non-White
2431,167,Female,"(1,11]",Female_167,"(1,11]_167",White,White
2432,167,Female,"(1,11]",Female_167,"(1,11]_167",Asian,Non-White
2433,167,Female,"(1,11]",Female_167,"(1,11]_167",Black,Non-White
2434,167,Female,"(1,11]",Female_167,"(1,11]_167",Mixed,Non-White
2435,167,Female,"(1,11]",Female_167,"(1,11]_167",Other,Non-White
2436,167,Female,"(11,16]",Female_167,"(11,16]_167",White,White
2437,167,Female,"(11,16]",Female_167,"(11,16]_167",Asian,Non-White
2438,167,Female,"(11,16]",Female_167,"(11,16]_167",Black,Non-White
2439,167,Female,"(11,16]",Female_167,"(11,16]_167",Mixed,Non-White
2440,167,Female,"(11,16]",Female_167,"(11,16]_167",Other,Non-White
2441,167,Female,"(16,25]",Female_167,"(16,25]_167",White,White
2442,167,Female,"(16,25]",Female_167,"(16,25]_167",Asian,Non-White
2443,167,Female,"(16,25]",Female_167,"(16,25]_167",Black,Non-White
2444,167,Female,"(16,25]",Female_167,"(16,25]_167",Mixed,Non-White
2445,167,Female,"(16,25]",Female_167,"(16,25]_167",Other,Non-White
2446,167,Female,"(25,50]",Female_167,"(25,50]_167",White,White
2447,167,Female,"(25,50]",Female_167,"(25,50]_167",Asian,Non-White
2448,167,Female,"(25,50]",Female_167,"(25,50]_167",Black,Non-White
2449,167,Female,"(25,50]",Female_167,"(25,50]_167",Mixed,Non-White
2450,167,Female,"(25,50]",Female_167,"(25,50]_167",Other,Non-White
2451,167,Female,"(50,70]",Female_167,"(50,70]_167",White,White
2452,167,Female,"(50,70]",Female_167,"(50,70]_167",Asian,Non-White
2453,167,Female,"(50,70]",Female_167,"(50,70]_167",Black,Non-White
2454,167,Female,"(50,70]",Female_167,"(50,70]_167",Mixed,Non-White
2455,167,Female,"(50,70]",Female_167,"(50,70]_167",Other,Non-White
2456,167,Female,"(70, Inf]",Female_167,"(70, Inf]_167",White,White
2457,167,Female,"(70, Inf]",Female_167,"(70, Inf]_167",Asian,Non-White
2458,167,Female,"(70, Inf]",Female_167,"(70, Inf]_167",Black,Non-White
2459,167,Female,"(70, Inf]",Female_167,"(70, Inf]_167",Mixed,Non-White
2460,167,Female,"(70, Inf]",Female_167,"(70, Inf]_167",Other,Non-White
2461,168,Male,"(1,11]",Male_168,"(1,11]_168",White,White
2462,168,Male,"(1,11]",Male_168,"(1,11]_168",Asian,Non-White
2463,168,Male,"(1,11]",Male_168,"(1,11]_168",Black,Non-White
2464,168,Male,"(1,11]",Male_168,"(1,11]_168",Mixed,Non-White
2465,168,Male,"(1,11]",Male_168,"(1,11]_168",Other,Non-White
2466,168,Male,"(11,16]",Male_168,"(11,16]_168",White,White
2467,168,Male,"(11,16]",Male_168,"(11,16]_168",Asian,Non-White
2468,168,Male,"(11,16]",Male_168,"(11,16]_168",Black,Non-White
2469,168,Male,"(11,16]",Male_168,"(11,16]_168",Mixed,Non-White
2470,168,Male,"(11,16]",Male_168,"(11,16]_168",Other,Non-White
2471,168,Male,"(16,25]",Male_168,"(16,25]_168",White,White
2472,168,Male,"(16,25]",Male_168,"(16,25]_168",Asian,Non-White
2473,168,Male,"(16,25]",Male_168,"(16,25]_168",Black,Non-White
2474,168,Male,"(16,25]",Male_168,"(16,25]_168",Mixed,Non-White
2475,168,Male,"(16,25]",Male_168,"(16,25]_168",Other,Non-White
2476,168,Male,"(25,50]",Male_168,"(25,50]_168",White,White
2477,168,Male,"(25,50]",Male_168,"(25,50]_168",Asian,Non-White
2478,168,Male,"(25,50]",Male_168,"(25,50]_168",Black,Non-White
2479,168,Male,"(25,50]",Male_168,"(25,50]_168",Mixed,Non-White
2480,168,Male,"(25,50]",Male_168,"(25,50]_168",Other,Non-White
2481,168,Male,"(50,70]",Male_168,"(50,70]_168",White,White
2482,168,Male,"(50,70]",Male_168,"(50,70]_168",Asian,Non-White
2483,168,Male,"(50,70]",Male_168,"(50,70]_168",Black,Non-White
2484,168,Male,"(50,70]",Male_168,"(50,70]_168",Mixed,Non-White
2485,168,Male,"(50,70]",Male_168,"(50,70]_168",Other,Non-White
2486,168,Male,"(70, Inf]",Male_168,"(70, Inf]_168",White,White
2487,168,Male,"(70, Inf]",Male_168,"(70, Inf]_168",Asian,Non-White
2488,168,Male,"(70, Inf]",Male_168,"(70, Inf]_168",Black,Non-White
2489,168,Male,"(70, Inf]",Male_168,"(70, Inf]_168",Mixed,Non-White
2490,168,Male,"(70, Inf]",Male_168,"(70, Inf]_168",Other,Non-White
2491,168,Female,"(1,11]",Female_168,"(1,11]_168",White,White
2492,168,Female,"(1,11]",Female_168,"(1,11]_168",Asian,Non-White
2493,168,Female,"(1,11]",Female_168,"(1,11]_168",Black,Non-White
2494,168,Female,"(1,11]",Female_168,"(1,11]_168",Mixed,Non-White
2495,168,Female,"(1,11]",Female_168,"(1,11]_168",Other,Non-White
2496,168,Female,"(11,16]",Female_168,"(11,16]_168",White,White
2497,168,Female,"(11,16]",Female_168,"(11,16]_168",Asian,Non-White
2498,168,Female,"(11,16]",Female_168,"(11,16]_168",Black,Non-White
2499,168,Female,"(11,16]",Female_168,"(11,16]_168",Mixed,Non-White
2500,168,Female,"(11,16]",Female_168,"(11,16]_168",Other,Non-White
2501,168,Female,"(16,25]",Female_168,"(16,25]_168",White,White
2502,168,Female,"(16,25]",Female_168,"(16,25]_168",Asian,Non-White
2503,168,Female,"(16,25]",Female_168,"(16,25]_168",Black,Non-White
2504,168,Female,"(16,25]",Female_168,"(16,25]_168",Mixed,Non-White
2505,168,Female,"(16,25]",Female_168,"(16,25]_168",Other,Non-White
2506,168,Female,"(25,50]",Female_168,"(25,50]_168",White,White
2507,168,Female,"(25,50]",Female_168,"(25,50]_168",Asian,Non-White
2508,168,Female,"(25,50]",Female_168,"(25,50]_168",Black,Non-White
2509,168,Female,"(25,50]",Female_168,"(25,50]_168",Mixed,Non-White
2510,168,Female,"(25,50]",Female_168,"(25,50]_168",Other,Non-White
2511,168,Female,"(50,70]",Female_168,"(50,70]_168",White,White
2512,168,Female,"(50,70]",Female_168,"(50,70]_168",Asian,Non-White
2513,168,Female,"(50,70]",Female_168,"(50,70]_168",Black,Non-White
2514,168,Female,"(50,70]",Female_168,"(50,70]_168",Mixed,Non-White
2515,168,Female,"(50,70]",Female_168,"(50,70]_168",Other,Non-White
2516,168,Female,"(70, Inf]",Female_168,"(70, Inf]_168",White,White
2517,168,Female,"(70, Inf]",Female_168,"(70, Inf]_168",Asian,Non-White
2518,168,Female,"(70, Inf]",Female_168,"(70, Inf]_168",Black,Non-White
2519,168,Female,"(70, Inf]",Female_168,"(70, Inf]_168",Mixed,Non-White
2520,168,Female,"(70, Inf]",Female_168,"(70, Inf]_168",Other,Non-White
2521,169,Male,"(1,11]",Male_169,"(1,11]_169",White,White
2522,169,Male,"(1,11]",Male_169,"(1,11]_169",Asian,Non-White
2523,169,Male,"(1,11]",Male_169,"(1,11]_169",Black,Non-White
2524,169,Male,"(1,11]",Male_169,"(1,11]_169",Mixed,Non-White
2525,169,Male,"(1,11]",Male_169,"(1,11]_169",Other,Non-White
2526,169,Male,"(11,16]",Male_169,"(11,16]_169",White,White
2527,169,Male,"(11,16]",Male_169,"(11,16]_169",Asian,Non-White
2528,169,Male,"(11,16]",Male_169,"(11,16]_169",Black,Non-White
2529,169,Male,"(11,16]",Male_169,"(11,16]_169",Mixed,Non-White
2530,169,Male,"(11,16]",Male_169,"(11,16]_169",Other,Non-White
2531,169,Male,"(16,25]",Male_169,"(16,25]_169",White,White
2532,169,Male,"(16,25]",Male_169,"(16,25]_169",Asian,Non-White
2533,169,Male,"(16,25]",Male_169,"(16,25]_169",Black,Non-White
2534,169,Male,"(16,25]",Male_169,"(16,25]_169",Mixed,Non-White
2535,169,Male,"(16,25]",Male_169,"(16,25]_169",Other,Non-White
2536,169,Male,"(25,50]",Male_169,"(25,50]_169",White,White
2537,169,Male,"(25,50]",Male_169,"(25,50]_169",Asian,Non-White
2538,169,Male,"(25,50]",Male_169,"(25,50]_169",Black,Non-White
2539,169,Male,"(25,50]",Male_169,"(25,50]_169",Mixed,Non-White
2540,169,Male,"(25,50]",Male_169,"(25,50]_169",Other,Non-White
2541,169,Male,"(50,70]",Male_169,"(50,70]_169",White,White
2542,169,Male,"(50,70]",Male_169,"(50,70]_169",Asian,Non-White
2543,169,Male,"(50,70]",Male_169,"(50,70]_169",Black,Non-White
2544,169,Male,"(50,70]",Male_169,"(50,70]_169",Mixed,Non-White
2545,169,Male,"(50,70]",Male_169,"(50,70]_169",Other,Non-White
2546,169,Male,"(70, Inf]",Male_169,"(70, Inf]_169",White,White
2547,169,Male,"(70, Inf]",Male_169,"(70, Inf]_169",Asian,Non-White
2548,169,Male,"(70, Inf]",Male_169,"(70, Inf]_169",Black,Non-White
2549,169,Male,"(70, Inf]",Male_169,"(70, Inf]_169",Mixed,Non-White
2550,169,Male,"(70, Inf]",Male_169,"(70, Inf]_169",Other,Non-White
2551,169,Female,"(1,11]",Female_169,"(1,11]_169",White,White
2552,169,Female,"(1,11]",Female_169,"(1,11]_169",Asian,Non-White
2553,169,Female,"(1,11]",Female_169,"(1,11]_169",Black,Non-White
2554,169,Female,"(1,11]",Female_169,"(1,11]_169",Mixed,Non-White
2555,169,Female,"(1,11]",Female_169,"(1,11]_169",Other,Non-White
2556,169,Female,"(11,16]",Female_169,"(11,16]_169",White,White
2557,169,Female,"(11,16]",Female_169,"(11,16]_169",Asian,Non-White
2558,169,Female,"(11,16]",Female_169,"(11,16]_169",Black,Non-White
2559,169,Female,"(11,16]",Female_169,"(11,16]_169",Mixed,Non-White
2560,169,Female,"(11,16]",Female_169,"(11,16]_169",Other,Non-White
2561,169,Female,"(16,25]",Female_169,"(16,25]_169",White,White
2562,169,Female,"(16,25]",Female_169,"(16,25]_169",Asian,Non-White
2563,169,Female,"(16,25]",Female_169,"(16,25]_169",Black,Non-White
2564,169,Female,"(16,25]",Female_169,"(16,25]_169",Mixed,Non-White
2565,169,Female,"(16,25]",Female_169,"(16,25]_169",Other,Non-White
2566,169,Female,"(25,50]",Female_169,"(25,50]_169",White,White
2567,169,Female,"(25,50]",Female_169,"(25,50]_169",Asian,Non-White
2568,169,Female,"(25,50]",Female_169,"(25,50]_169",Black,Non-White
2569,169,Female,"(25,50]",Female_169,"(25,50]_169",Mixed,Non-White
2570,169,Female,"(25,50]",Female_169,"(25,50]_169",Other,Non-White
2571,169,Female,"(50,70]",Female_169,"(50,70]_169",White,White
2572,169,Female,"(50,70]",Female_169,"(50,70]_169",Asian,Non-White
2573,169,Female,"(50,70]",Female_169,"(50,70]_169",Black,Non-White
2574,169,Female,"(50,70]",Female_169,"(50,70]_169",Mixed,Non-White
2575,169,Female,"(50,70]",Female_169,"(50,70]_169",Other,Non-White
2576,169,Female,"(70, Inf]",Female_169,"(70, Inf]_169",White,White
2577,169,Female,"(70, Inf]",Female_169,"(70, Inf]_169",Asian,Non-White
2578,169,Female,"(70, Inf]",Female_169,"(70, Inf]_169",Black,Non-White
2579,169,Female,"(70, Inf]",Female_169,"(70, Inf]_169",Mixed,Non-White
2580,169,Female,"(70, Inf]",Female_169,"(70, Inf]_169",Other,Non-White
2581,170,Male,"(1,11]",Male_170,"(1,11]_170",White,White
2582,170,Male,"(1,11]",Male_170,"(1,11]_170",Asian,Non-White
2583,170,Male,"(1,11]",Male_170,"(1,11]_170",Black,Non-White
2584,170,Male,"(1,11]",Male_170,"(1,11]_170",Mixed,Non-White
2585,170,Male,"(1,11]",Male_170,"(1,11]_170",Other,Non-White
2586,170,Male,"(11,16]",Male_170,"(11,16]_170",White,White
2587,170,Male,"(11,16]",Male_170,"(11,16]_170",Asian,Non-White
2588,170,Male,"(11,16]",Male_170,"(11,16]_170",Black,Non-White
2589,170,Male,"(11,16]",Male_170,"(11,16]_170",Mixed,Non-White
2590,170,Male,"(11,16]",Male_170,"(11,16]_170",Other,Non-White
2591,170,Male,"(16,25]",Male_170,"(16,25]_170",White,White
2592,170,Male,"(16,25]",Male_170,"(16,25]_170",Asian,Non-White
2593,170,Male,"(16,25]",Male_170,"(16,25]_170",Black,Non-White
2594,170,Male,"(16,25]",Male_170,"(16,25]_170",Mixed,Non-White
2595,170,Male,"(16,25]",Male_170,"(16,25]_170",Other,Non-White
2596,170,Male,"(25,50]",Male_170,"(25,50]_170",White,White
2597,170,Male,"(25,50]",Male_170,"(25,50]_170",Asian,Non-White
2598,170,Male,"(25,50]",Male_170,"(25,50]_170",Black,Non-White
2599,170,Male,"(25,50]",Male_170,"(25,50]_170",Mixed,Non-White
2600,170,Male,"(25,50]",Male_170,"(25,50]_170",Other,Non-White
2601,170,Male,"(50,70]",Male_170,"(50,70]_170",White,White
2602,170,Male,"(50,70]",Male_170,"(50,70]_170",Asian,Non-White
2603,170,Male,"(50,70]",Male_170,"(50,70]_170",Black,Non-White
2604,170,Male,"(50,70]",Male_170,"(50,70]_170",Mixed,Non-White
2605,170,Male,"(50,70]",Male_170,"(50,70]_170",Other,Non-White
2606,170,Male,"(70, Inf]",Male_170,"(70, Inf]_170",White,White
2607,170,Male,"(70, Inf]",Male_170,"(70, Inf]_170",Asian,Non-White
2608,170,Male,"(70, Inf]",Male_170,"(70, Inf]_170",Black,Non-White
2609,170,Male,"(70, Inf]",Male_170,"(70, Inf]_170",Mixed,Non-White
2610,170,Male,"(70, Inf]",Male_170,"(70, Inf]_170",Other,Non-White
2611,170,Female,"(1,11]",Female_170,"(1,11]_170",White,White
2612,170,Female,"(1,11]",Female_170,"(1,11]_170",Asian,Non-White
2613,170,Female,"(1,11]",Female_170,"(1,11]_170",Black,Non-White
2614,170,Female,"(1,11]",Female_170,"(1,11]_170",Mixed,Non-White
2615,170,Female,"(1,11]",Female_170,"(1,11]_170",Other,Non-White
2616,170,Female,"(11,16]",Female_170,"(11,16]_170",White,White
2617,170,Female,"(11,16]",Female_170,"(11,16]_170",Asian,Non-White
2618,170,Female,"(11,16]",Female_170,"(11,16]_170",Black,Non-White
2619,170,Female,"(11,16]",Female_170,"(11,16]_170",Mixed,Non-White
2620,170,Female,"(11,16]",Female_170,"(11,16]_170",Other,Non-White
2621,170,Female,"(16,25]",Female_170,"(16,25]_170",White,White
2622,170,Female,"(16,25]",Female_170,"(16,25]_170",Asian,Non-White
2623,170,Female,"(16,25]",Female_170,"(16,25]_170",Black,Non-White
2624,170,Female,"(16,25]",Female_170,"(16,25]_170",Mixed,Non-White
2625,170,Female,"(16,25]",Female_170,"(16,25]_170",Other,Non-White
2626,170,Female,"(25,50]",Female_170,"(25,50]_170",White,White
2627,170,Female,"(25,50]",Female_170,"(25,50]_170",Asian,Non-White
2628,170,Female,"(25,50]",Female_170,"(25,50]_170",Black,Non-White
2629,170,Female,"(25,50]",Female_170,"(25,50]_170",Mixed,Non-White
2630,170,Female,"(25,50]",Female_170,"(25,50]_170",Other,Non-White
2631,170,Female,"(50,70]",Female_170,"(50,70]_170",White,White
2632,170,Female,"(50,70]",Female_170,"(50,70]_170",Asian,Non-White
2633,170,Female,"(50,70]",Female_170,"(50,70]_170",Black,Non-White
2634,170,Female,"(50,70]",Female_170,"(50,70]_170",Mixed,Non-White
2635,170,Female,"(50,70]",Female_170,"(50,70]_170",Other,Non-White
2636,170,Female,"(70, Inf]",Female_170,"(70, Inf]_170",White,White
2637,170,Female,"(70, Inf]",Female_170,"(70, Inf]_170",Asian,Non-White
2638,170,Female,"(70, Inf]",Female_170,"(70, Inf]_170",Black,Non-White
2639,170,Female,"(70, Inf]",Female_170,"(70, Inf]_170",Mixed,Non-White
2640,170,Female,"(70, Inf]",Female_170,"(70, Inf]_170",Other,Non-White
2641,171,Male,"(1,11]",Male_171,"(1,11]_171",White,White
2642,171,Male,"(1,11]",Male_171,"(1,11]_171",Asian,Non-White
2643,171,Male,"(1,11]",Male_171,"(1,11]_171",Black,Non-White
2644,171,Male,"(1,11]",Male_171,"(1,11]_171",Mixed,Non-White
2645,171,Male,"(1,11]",Male_171,"(1,11]_171",Other,Non-White
2646,171,Male,"(11,16]",Male_171,"(11,16]_171",White,White
2647,171,Male,"(11,16]",Male_171,"(11,16]_171",Asian,Non-White
2648,171,Male,"(11,16]",Male_171,"(11,16]_171",Black,Non-White
2649,171,Male,"(11,16]",Male_171,"(11,16]_171",Mixed,Non-White
2650,171,Male,"(11,16]",Male_171,"(11,16]_171",Other,Non-White
2651,171,Male,"(16,25]",Male_171,"(16,25]_171",White,White
2652,171,Male,"(16,25]",Male_171,"(16,25]_171",Asian,Non-White
2653,171,Male,"(16,25]",Male_171,"(16,25]_171",Black,Non-White
2654,171,Male,"(16,25]",Male_171,"(16,25]_171",Mixed,Non-White
2655,171,Male,"(16,25]",Male_171,"(16,25]_171",Other,Non-White
2656,171,Male,"(25,50]",Male_171,"(25,50]_171",White,White
2657,171,Male,"(25,50]",Male_171,"(25,50]_171",Asian,Non-White
2658,171,Male,"(25,50]",Male_171,"(25,50]_171",Black,Non-White
2659,171,Male,"(25,50]",Male_171,"(25,50]_171",Mixed,Non-White
2660,171,Male,"(25,50]",Male_171,"(25,50]_171",Other,Non-White
2661,171,Male,"(50,70]",Male_171,"(50,70]_171",White,White
2662,171,Male,"(50,70]",Male_171,"(50,70]_171",Asian,Non-White
2663,171,Male,"(50,70]",Male_171,"(50,70]_171",Black,Non-White
2664,171,Male,"(50,70]",Male_171,"(50,70]_171",Mixed,Non-White
2665,171,Male,"(50,70]",Male_171,"(50,70]_171",Other,Non-White
2666,171,Male,"(70, Inf]",Male_171,"(70, Inf]_171",White,White
2667,171,Male,"(70, Inf]",Male_171,"(70, Inf]_171",Asian,Non-White
2668,171,Male,"(70, Inf]",Male_171,"(70, Inf]_171",Black,Non-White
2669,171,Male,"(70, Inf]",Male_171,"(70, Inf]_171",Mixed,Non-White
2670,171,Male,"(70, Inf]",Male_171,"(70, Inf]_171",Other,Non-White
2671,171,Female,"(1,11]",Female_171,"(1,11]_171",White,White
2672,171,Female,"(1,11]",Female_171,"(1,11]_171",Asian,Non-White
2673,171,Female,"(1,11]",Female_171,"(1,11]_171",Black,Non-White
2674,171,Female,"(1,11]",Female_171,"(1,11]_171",Mixed,Non-White
2675,171,Female,"(1,11]",Female_171,"(1,11]_171",Other,Non-White
2676,171,Female,"(11,16]",Female_171,"(11,16]_171",White,White
2677,171,Female,"(11,16]",Female_171,"(11,16]_171",Asian,Non-White
2678,171,Female,"(11,16]",Female_171,"(11,16]_171",Black,Non-White
2679,171,Female,"(11,16]",Female_171,"(11,16]_171",Mixed,Non-White
2680,171,Female,"(11,16]",Female_171,"(11,16]_171",Other,Non-White
2681,171,Female,"(16,25]",Female_171,"(16,25]_171",White,White
2682,171,Female,"(16,25]",Female_171,"(16,25]_171",Asian,Non-White
2683,171,Female,"(16,25]",Female_171,"(16,25]_171",Black,Non-White
2684,171,Female,"(16,25]",Female_171,"(16,25]_171",Mixed,Non-White
2685,171,Female,"(16,25]",Female_171,"(16,25]_171",Other,Non-White
2686,171,Female,"(25,50]",Female_171,"(25,50]_171",White,White
2687,171,Female,"(25,50]",Female_171,"(25,50]_171",Asian,Non-White
2688,171,Female,"(25,50]",Female_171,"(25,50]_171",Black,Non-White
2689,171,Female,"(25,50]",Female_171,"(25,50]_171",Mixed,Non-White
2690,171,Female,"(25,50]",Female_171,"(25,50]_171",Other,Non-White
2691,171,Female,"(50,70]",Female_171,"(50,70]_171",White,White
2692,171,Female,"(50,70]",Female_171,"(50,70]_171",Asian,Non-White
2693,171,Female,"(50,70]",Female_171,"(50,70]_171",Black,Non-White
2694,171,Female,"(50,70]",Female_171,"(50,70]_171",Mixed,Non-White
2695,171,Female,"(50,70]",Female_171,"(50,70]_171",Other,Non-White
2696,171,Female,"(70, Inf]",Female_171,"(70, Inf]_171",White,White
2697,171,Female,"(70, Inf]",Female_171,"(70, Inf]_171",Asian,Non-White
2698,171,Female,"(70, Inf]",Female_171,"(70, Inf]_171",Black,Non-White
2699,171,Female,"(70, Inf]",Female_171,"(70, Inf]_171",Mixed,Non-White
2700,171,Female,"(70, Inf]",Female_171,"(70, Inf]_171",Other,Non-White
2701,172,Male,"(1,11]",Male_172,"(1,11]_172",White,White
2702,172,Male,"(1,11]",Male_172,"(1,11]_172",Asian,Non-White
2703,172,Male,"(1,11]",Male_172,"(1,11]_172",Black,Non-White
2704,172,Male,"(1,11]",Male_172,"(1,11]_172",Mixed,Non-White
2705,172,Male,"(1,11]",Male_172,"(1,11]_172",Other,Non-White
2706,172,Male,"(11,16]",Male_172,"(11,16]_172",White,White
2707,172,Male,"(11,16]",Male_172,"(11,16]_172",Asian,Non-White
2708,172,Male,"(11,16]",Male_172,"(11,16]_172",Black,Non-White
2709,172,Male,"(11,16]",Male_172,"(11,16]_172",Mixed,Non-White
2710,172,Male,"(11,16]",Male_172,"(11,16]_172",Other,Non-White
2711,172,Male,"(16,25]",Male_172,"(16,25]_172",White,White
2712,172,Male,"(16,25]",Male_172,"(16,25]_172",Asian,Non-White
2713,172,Male,"(16,25]",Male_172,"(16,25]_172",Black,Non-White
2714,172,Male,"(16,25]",Male_172,"(16,25]_172",Mixed,Non-White
2715,172,Male,"(16,25]",Male_172,"(16,25]_172",Other,Non-White
2716,172,Male,"(25,50]",Male_172,"(25,50]_172",White,White
2717,172,Male,"(25,50]",Male_172,"(25,50]_172",Asian,Non-White
2718,172,Male,"(25,50]",Male_172,"(25,50]_172",Black,Non-White
2719,172,Male,"(25,50]",Male_172,"(25,50]_172",Mixed,Non-White
2720,172,Male,"(25,50]",Male_172,"(25,50]_172",Other,Non-White
2721,172,Male,"(50,70]",Male_172,"(50,70]_172",White,White
2722,172,Male,"(50,70]",Male_172,"(50,70]_172",Asian,Non-White
2723,172,Male,"(50,70]",Male_172,"(50,70]_172",Black,Non-White
2724,172,Male,"(50,70]",Male_172,"(50,70]_172",Mixed,Non-White
2725,172,Male,"(50,70]",Male_172,"(50,70]_172",Other,Non-White
2726,172,Male,"(70, Inf]",Male_172,"(70, Inf]_172",White,White
2727,172,Male,"(70, Inf]",Male_172,"(70, Inf]_172",Asian,Non-White
2728,172,Male,"(70, Inf]",Male_172,"(70, Inf]_172",Black,Non-White
2729,172,Male,"(70, Inf]",Male_172,"(70, Inf]_172",Mixed,Non-White
2730,172,Male,"(70, Inf]",Male_172,"(70, Inf]_172",Other,Non-White
2731,172,Female,"(1,11]",Female_172,"(1,11]_172",White,White
2732,172,Female,"(1,11]",Female_172,"(1,11]_172",Asian,Non-White
2733,172,Female,"(1,11]",Female_172,"(1,11]_172",Black,Non-White
2734,172,Female,"(1,11]",Female_172,"(1,11]_172",Mixed,Non-White
2735,172,Female,"(1,11]",Female_172,"(1,11]_172",Other,Non-White
2736,172,Female,"(11,16]",Female_172,"(11,16]_172",White,White
2737,172,Female,"(11,16]",Female_172,"(11,16]_172",Asian,Non-White
2738,172,Female,"(11,16]",Female_172,"(11,16]_172",Black,Non-White
2739,172,Female,"(11,16]",Female_172,"(11,16]_172",Mixed,Non-White
2740,172,Female,"(11,16]",Female_172,"(11,16]_172",Other,Non-White
2741,172,Female,"(16,25]",Female_172,"(16,25]_172",White,White
2742,172,Female,"(16,25]",Female_172,"(16,25]_172",Asian,Non-White
2743,172,Female,"(16,25]",Female_172,"(16,25]_172",Black,Non-White
2744,172,Female,"(16,25]",Female_172,"(16,25]_172",Mixed,Non-White
2745,172,Female,"(16,25]",Female_172,"(16,25]_172",Other,Non-White
2746,172,Female,"(25,50]",Female_172,"(25,50]_172",White,White
2747,172,Female,"(25,50]",Female_172,"(25,50]_172",Asian,Non-White
2748,172,Female,"(25,50]",Female_172,"(25,50]_172",Black,Non-White
2749,172,Female,"(25,50]",Female_172,"(25,50]_172",Mixed,Non-White
2750,172,Female,"(25,50]",Female_172,"(25,50]_172",Other,Non-White
2751,172,Female,"(50,70]",Female_172,"(50,70]_172",White,White
2752,172,Female,"(50,70]",Female_172,"(50,70]_172",Asian,Non-White
